Dags,Konnun,Flokkur,Fylgi
30.06.2005,Capacent,Frjálslyndir,"3,9"
31.07.2005,Capacent,Frjálslyndir,"4,7"
31.08.2005,Capacent,Frjálslyndir,"4,3"
30.09.2005,Capacent,Frjálslyndir,"3,5"
31.10.2005,Capacent,Frjálslyndir,"3,8"
30.11.2005,Capacent,Frjálslyndir,"3,5"
31.12.2005,Capacent,Frjálslyndir,"2,3"
31.01.2006,Capacent,Frjálslyndir,"2,1"
28.02.2006,Capacent,Frjálslyndir,"3,1"
31.03.2006,Capacent,Frjálslyndir,3
30.04.2006,Capacent,Frjálslyndir,"3,2"
31.05.2006,Capacent,Frjálslyndir,"3,9"
30.06.2006,Capacent,Frjálslyndir,"3,9"
31.07.2006,Capacent,Frjálslyndir,"3,6"
31.08.2006,Capacent,Frjálslyndir,"2,9"
30.09.2006,Capacent,Frjálslyndir,"3,2"
31.10.2006,Capacent,Frjálslyndir,"3,5"
30.11.2006,Capacent,Frjálslyndir,11
31.12.2006,Capacent,Frjálslyndir,"10,7"
31.01.2007,Capacent,Frjálslyndir,"8,8"
28.02.2007,Capacent,Frjálslyndir,"6,9"
31.03.2007,Capacent,Frjálslyndir,"5,8"
30.04.2007,Capacent,Frjálslyndir,"5,3"
31.05.2007,Capacent,Frjálslyndir,"5,4"
30.06.2007,Capacent,Frjálslyndir,"5,1"
31.07.2007,Capacent,Frjálslyndir,"4,6"
31.08.2007,Capacent,Frjálslyndir,4
30.09.2007,Capacent,Frjálslyndir,"5,1"
31.10.2007,Capacent,Frjálslyndir,"4,5"
30.11.2007,Capacent,Frjálslyndir,"3,8"
31.12.2007,Capacent,Frjálslyndir,"4,4"
31.01.2008,Capacent,Frjálslyndir,"4,3"
29.02.2008,Capacent,Frjálslyndir,"4,2"
31.03.2008,Capacent,Frjálslyndir,"5,1"
30.04.2008,Capacent,Frjálslyndir,"5,9"
31.05.2008,Capacent,Frjálslyndir,"5,3"
30.06.2008,Capacent,Frjálslyndir,"4,5"
31.07.2008,Capacent,Frjálslyndir,"5,2"
31.08.2008,Capacent,Frjálslyndir,"3,6"
30.09.2008,Capacent,Frjálslyndir,"4,3"
31.10.2008,Capacent,Frjálslyndir,"3,3"
30.11.2008,Capacent,Frjálslyndir,"3,1"
31.12.2008,Capacent,Frjálslyndir,"3,9"
31.01.2009,Capacent,Frjálslyndir,"2,5"
28.02.2009,Capacent,Frjálslyndir,"2,6"
31.03.2009,Capacent,Frjálslyndir,"1,5"
30.04.2009,Capacent,Frjálslyndir,"1,5"
31.05.2009,Capacent,Frjálslyndir,"1,3"
30.06.2009,Capacent,Frjálslyndir,"1,7"
31.07.2009,Capacent,Frjálslyndir,"1,1"
31.08.2009,Capacent,Frjálslyndir,"1,5"
30.09.2009,Capacent,Frjálslyndir,"1,4"
31.10.2009,Capacent,Frjálslyndir,"1,3"
30.11.2009,Capacent,Frjálslyndir,"0,9"
31.12.2009,Capacent,Frjálslyndir,"0,9"
31.01.2010,Capacent,Frjálslyndir,"0,9"
28.02.2010,Capacent,Frjálslyndir,"1,4"
31.03.2010,Capacent,Frjálslyndir,"1,2"
30.04.2010,Capacent,Frjálslyndir,"1,7"
31.05.2010,Capacent,Frjálslyndir,"1,8"
30.06.2010,Capacent,Frjálslyndir,"1,2"
31.07.2010,Capacent,Frjálslyndir,"1,1"
31.08.2010,Capacent,Frjálslyndir,1
30.09.2010,Capacent,Frjálslyndir,1
31.10.2010,Capacent,Frjálslyndir,"1,2"
30.11.2010,Capacent,Frjálslyndir,"0,8"
31.12.2010,Capacent,Frjálslyndir,"0,9"
31.01.2011,Capacent,Frjálslyndir,"0,6"
28.02.2011,Capacent,Frjálslyndir,"1,1"
31.03.2011,Capacent,Frjálslyndir,"1,5"
30.04.2011,Capacent,Frjálslyndir,"1,4"
31.05.2011,Capacent,Frjálslyndir,"1,5"
30.06.2011,Capacent,Frjálslyndir,1
31.07.2011,Capacent,Frjálslyndir,"1,8"
31.08.2011,Capacent,Frjálslyndir,"1,3"
30.09.2011,Capacent,Frjálslyndir,"1,2"
31.10.2011,Capacent,Frjálslyndir,"1,1"
30.11.2011,Capacent,Frjálslyndir,"1,3"
31.12.2011,Capacent,Frjálslyndir,"1,5"
31.01.2012,Capacent,Frjálslyndir,"1,4"
29.02.2012,Capacent,Frjálslyndir,"1,5"
31.03.2012,Capacent,Frjálslyndir,"0,8"
30.04.2012,Capacent,Frjálslyndir,"0,7"
31.05.2012,Capacent,Frjálslyndir,"0,7"
30.06.2012,Capacent,Frjálslyndir,"0,4"
31.07.2012,Capacent,Frjálslyndir,"0,8"
31.08.2012,Capacent,Frjálslyndir,"0,7"
30.09.2012,Capacent,Frjálslyndir,"0,8"
31.10.2012,Capacent,Frjálslyndir,"0,6"
30.11.2012,Capacent,Frjálslyndir,"0,6"
31.12.2012,Capacent,Frjálslyndir,
31.01.2013,Capacent,Frjálslyndir,
28.02.2013,Capacent,Frjálslyndir,
14.03.2013,Capacent,Frjálslyndir,
02.04.2013,Capacent,Frjálslyndir,
11.04.2013,Capacent,Frjálslyndir,
18.04.2013,Capacent,Frjálslyndir,
26.04.2013,Capacent,Frjálslyndir,
31.05.2013,Capacent,Frjálslyndir,
30.06.2013,Capacent,Frjálslyndir,
31.07.2013,Capacent,Frjálslyndir,
31.08.2013,Capacent,Frjálslyndir,
30.09.2013,Capacent,Frjálslyndir,
31.10.2013,Capacent,Frjálslyndir,
30.11.2013,Capacent,Frjálslyndir,
31.12.2013,Capacent,Frjálslyndir,
31.01.2014,Capacent,Frjálslyndir,
31.05.2004,Capacent,Borgarahreyfingin,0
30.06.2004,Capacent,Borgarahreyfingin,0
31.07.2004,Capacent,Borgarahreyfingin,0
31.08.2004,Capacent,Borgarahreyfingin,0
30.09.2004,Capacent,Borgarahreyfingin,0
31.10.2004,Capacent,Borgarahreyfingin,0
30.11.2004,Capacent,Borgarahreyfingin,0
31.12.2004,Capacent,Borgarahreyfingin,0
31.01.2005,Capacent,Borgarahreyfingin,0
28.02.2005,Capacent,Borgarahreyfingin,0
31.03.2005,Capacent,Borgarahreyfingin,0
30.04.2005,Capacent,Borgarahreyfingin,0
31.05.2005,Capacent,Borgarahreyfingin,0
30.06.2005,Capacent,Borgarahreyfingin,0
31.07.2005,Capacent,Borgarahreyfingin,0
31.08.2005,Capacent,Borgarahreyfingin,0
30.09.2005,Capacent,Borgarahreyfingin,0
31.10.2005,Capacent,Borgarahreyfingin,0
30.11.2005,Capacent,Borgarahreyfingin,0
31.12.2005,Capacent,Borgarahreyfingin,0
31.01.2006,Capacent,Borgarahreyfingin,0
28.02.2006,Capacent,Borgarahreyfingin,0
31.03.2006,Capacent,Borgarahreyfingin,0
30.04.2006,Capacent,Borgarahreyfingin,0
31.05.2006,Capacent,Borgarahreyfingin,0
30.06.2006,Capacent,Borgarahreyfingin,0
31.07.2006,Capacent,Borgarahreyfingin,0
31.08.2006,Capacent,Borgarahreyfingin,0
30.09.2006,Capacent,Borgarahreyfingin,0
31.10.2006,Capacent,Borgarahreyfingin,0
30.11.2006,Capacent,Borgarahreyfingin,0
31.12.2006,Capacent,Borgarahreyfingin,0
31.01.2007,Capacent,Borgarahreyfingin,0
28.02.2007,Capacent,Borgarahreyfingin,0
31.03.2007,Capacent,Borgarahreyfingin,0
30.04.2007,Capacent,Borgarahreyfingin,0
31.05.2007,Capacent,Borgarahreyfingin,0
30.06.2007,Capacent,Borgarahreyfingin,0
31.07.2007,Capacent,Borgarahreyfingin,0
31.08.2007,Capacent,Borgarahreyfingin,0
30.09.2007,Capacent,Borgarahreyfingin,0
31.10.2007,Capacent,Borgarahreyfingin,0
30.11.2007,Capacent,Borgarahreyfingin,0
31.12.2007,Capacent,Borgarahreyfingin,0
31.01.2008,Capacent,Borgarahreyfingin,0
29.02.2008,Capacent,Borgarahreyfingin,0
31.03.2008,Capacent,Borgarahreyfingin,0
30.04.2008,Capacent,Borgarahreyfingin,0
31.05.2008,Capacent,Borgarahreyfingin,0
30.06.2008,Capacent,Borgarahreyfingin,0
31.07.2008,Capacent,Borgarahreyfingin,0
31.08.2008,Capacent,Borgarahreyfingin,0
30.09.2008,Capacent,Borgarahreyfingin,0
31.10.2008,Capacent,Borgarahreyfingin,0
30.11.2008,Capacent,Borgarahreyfingin,0
31.12.2008,Capacent,Borgarahreyfingin,0
31.01.2009,Capacent,Borgarahreyfingin,0
28.02.2009,Capacent,Borgarahreyfingin,0
31.03.2009,Capacent,Borgarahreyfingin,2
30.04.2009,Capacent,Borgarahreyfingin,"3,9"
31.05.2009,Capacent,Borgarahreyfingin,"8,2"
30.06.2009,Capacent,Borgarahreyfingin,"9,4"
31.07.2009,Capacent,Borgarahreyfingin,8
31.08.2009,Capacent,Borgarahreyfingin,"5,6"
30.09.2009,Capacent,Borgarahreyfingin,"2,5"
31.10.2009,Capacent,Borgarahreyfingin,"0,9"
30.11.2009,Capacent,Borgarahreyfingin,"1,2"
31.12.2009,Capacent,Borgarahreyfingin,"1,2"
31.01.2010,Capacent,Borgarahreyfingin,"0,9"
28.02.2010,Capacent,Borgarahreyfingin,"0,8"
31.03.2010,Capacent,Borgarahreyfingin,1
30.04.2010,Capacent,Borgarahreyfingin,"1,4"
31.05.2010,Capacent,Borgarahreyfingin,1
30.06.2010,Capacent,Borgarahreyfingin,"1,7"
31.07.2010,Capacent,Borgarahreyfingin,"1,7"
31.08.2010,Capacent,Borgarahreyfingin,"1,5"
30.09.2010,Capacent,Borgarahreyfingin,"1,7"
31.10.2010,Capacent,Borgarahreyfingin,"3,4"
30.11.2010,Capacent,Borgarahreyfingin,"2,3"
31.12.2010,Capacent,Borgarahreyfingin,"1,7"
31.01.2011,Capacent,Borgarahreyfingin,"2,9"
28.02.2011,Capacent,Borgarahreyfingin,"1,1"
31.03.2011,Capacent,Borgarahreyfingin,"1,6"
30.04.2011,Capacent,Borgarahreyfingin,"1,5"
31.05.2011,Capacent,Borgarahreyfingin,"1,2"
30.06.2011,Capacent,Borgarahreyfingin,"1,6"
31.07.2011,Capacent,Borgarahreyfingin,"1,3"
31.08.2011,Capacent,Borgarahreyfingin,"1,6"
30.09.2011,Capacent,Borgarahreyfingin,"1,5"
31.10.2011,Capacent,Borgarahreyfingin,"1,4"
30.11.2011,Capacent,Borgarahreyfingin,"1,2"
31.12.2011,Capacent,Borgarahreyfingin,"1,2"
31.01.2012,Capacent,Borgarahreyfingin,"1,4"
29.02.2012,Capacent,Borgarahreyfingin,"1,2"
31.03.2012,Capacent,Borgarahreyfingin,"0,9"
30.04.2012,Capacent,Borgarahreyfingin,"0,9"
31.05.2012,Capacent,Borgarahreyfingin,"0,7"
30.06.2012,Capacent,Borgarahreyfingin,"0,9"
31.07.2012,Capacent,Borgarahreyfingin,"0,6"
31.08.2012,Capacent,Borgarahreyfingin,"0,4"
30.09.2012,Capacent,Borgarahreyfingin,"0,6"
31.10.2012,Capacent,Borgarahreyfingin,"0,5"
30.11.2012,Capacent,Borgarahreyfingin,"0,6"
31.12.2012,Capacent,Borgarahreyfingin,
31.01.2013,Capacent,Borgarahreyfingin,
28.02.2013,Capacent,Borgarahreyfingin,
14.03.2013,Capacent,Borgarahreyfingin,
02.04.2013,Capacent,Borgarahreyfingin,
11.04.2013,Capacent,Borgarahreyfingin,
18.04.2013,Capacent,Borgarahreyfingin,
26.04.2013,Capacent,Borgarahreyfingin,
31.05.2013,Capacent,Borgarahreyfingin,
30.06.2013,Capacent,Borgarahreyfingin,
31.07.2013,Capacent,Borgarahreyfingin,
31.08.2013,Capacent,Borgarahreyfingin,
30.09.2013,Capacent,Borgarahreyfingin,
31.10.2013,Capacent,Borgarahreyfingin,
30.11.2013,Capacent,Borgarahreyfingin,
31.12.2013,Capacent,Borgarahreyfingin,
31.01.2014,Capacent,Borgarahreyfingin,
31.05.2004,Capacent,Hreyfingin,0
30.06.2004,Capacent,Hreyfingin,0
31.07.2004,Capacent,Hreyfingin,0
31.08.2004,Capacent,Hreyfingin,0
30.09.2004,Capacent,Hreyfingin,0
31.10.2004,Capacent,Hreyfingin,0
30.11.2004,Capacent,Hreyfingin,0
31.12.2004,Capacent,Hreyfingin,0
31.01.2005,Capacent,Hreyfingin,0
28.02.2005,Capacent,Hreyfingin,0
31.03.2005,Capacent,Hreyfingin,0
30.04.2005,Capacent,Hreyfingin,0
31.05.2005,Capacent,Hreyfingin,0
30.06.2005,Capacent,Hreyfingin,0
31.07.2005,Capacent,Hreyfingin,0
31.08.2005,Capacent,Hreyfingin,0
30.09.2005,Capacent,Hreyfingin,0
31.10.2005,Capacent,Hreyfingin,0
30.11.2005,Capacent,Hreyfingin,0
31.12.2005,Capacent,Hreyfingin,0
31.01.2006,Capacent,Hreyfingin,0
28.02.2006,Capacent,Hreyfingin,0
31.03.2006,Capacent,Hreyfingin,0
30.04.2006,Capacent,Hreyfingin,0
31.05.2006,Capacent,Hreyfingin,0
30.06.2006,Capacent,Hreyfingin,0
31.07.2006,Capacent,Hreyfingin,0
31.08.2006,Capacent,Hreyfingin,0
30.09.2006,Capacent,Hreyfingin,0
31.10.2006,Capacent,Hreyfingin,0
30.11.2006,Capacent,Hreyfingin,0
31.12.2006,Capacent,Hreyfingin,0
31.01.2007,Capacent,Hreyfingin,0
28.02.2007,Capacent,Hreyfingin,0
31.03.2007,Capacent,Hreyfingin,0
30.04.2007,Capacent,Hreyfingin,0
31.05.2007,Capacent,Hreyfingin,0
30.06.2007,Capacent,Hreyfingin,0
31.07.2007,Capacent,Hreyfingin,0
31.08.2007,Capacent,Hreyfingin,0
30.09.2007,Capacent,Hreyfingin,0
31.10.2007,Capacent,Hreyfingin,0
30.11.2007,Capacent,Hreyfingin,0
31.12.2007,Capacent,Hreyfingin,0
31.01.2008,Capacent,Hreyfingin,0
29.02.2008,Capacent,Hreyfingin,0
31.03.2008,Capacent,Hreyfingin,0
30.04.2008,Capacent,Hreyfingin,0
31.05.2008,Capacent,Hreyfingin,0
30.06.2008,Capacent,Hreyfingin,0
31.07.2008,Capacent,Hreyfingin,0
31.08.2008,Capacent,Hreyfingin,0
30.09.2008,Capacent,Hreyfingin,0
31.10.2008,Capacent,Hreyfingin,0
30.11.2008,Capacent,Hreyfingin,0
31.12.2008,Capacent,Hreyfingin,0
31.01.2009,Capacent,Hreyfingin,0
28.02.2009,Capacent,Hreyfingin,0
31.03.2009,Capacent,Hreyfingin,0
30.04.2009,Capacent,Hreyfingin,0
31.05.2009,Capacent,Hreyfingin,0
30.06.2009,Capacent,Hreyfingin,0
31.07.2009,Capacent,Hreyfingin,0
31.08.2009,Capacent,Hreyfingin,0
30.09.2009,Capacent,Hreyfingin,0
31.10.2009,Capacent,Hreyfingin,0
30.11.2009,Capacent,Hreyfingin,0
31.12.2009,Capacent,Hreyfingin,0
31.01.2010,Capacent,Hreyfingin,0
28.02.2010,Capacent,Hreyfingin,0
31.03.2010,Capacent,Hreyfingin,"1,4"
30.04.2010,Capacent,Hreyfingin,"2,9"
31.05.2010,Capacent,Hreyfingin,"1,9"
30.06.2010,Capacent,Hreyfingin,"3,7"
31.07.2010,Capacent,Hreyfingin,"3,6"
31.08.2010,Capacent,Hreyfingin,"3,1"
30.09.2010,Capacent,Hreyfingin,"3,7"
31.10.2010,Capacent,Hreyfingin,"8,2"
30.11.2010,Capacent,Hreyfingin,"7,6"
31.12.2010,Capacent,Hreyfingin,"6,3"
31.01.2011,Capacent,Hreyfingin,"4,1"
28.02.2011,Capacent,Hreyfingin,"4,7"
31.03.2011,Capacent,Hreyfingin,"4,9"
30.04.2011,Capacent,Hreyfingin,"5,3"
31.05.2011,Capacent,Hreyfingin,"3,7"
30.06.2011,Capacent,Hreyfingin,"3,2"
31.07.2011,Capacent,Hreyfingin,"2,6"
31.08.2011,Capacent,Hreyfingin,"2,9"
30.09.2011,Capacent,Hreyfingin,3
31.10.2011,Capacent,Hreyfingin,3
30.11.2011,Capacent,Hreyfingin,"2,4"
31.12.2011,Capacent,Hreyfingin,"2,5"
31.01.2012,Capacent,Hreyfingin,"3,5"
29.02.2012,Capacent,Hreyfingin,"2,7"
31.03.2012,Capacent,Hreyfingin,"1,9"
30.04.2012,Capacent,Hreyfingin,"2,3"
31.05.2012,Capacent,Hreyfingin,"2,6"
30.06.2012,Capacent,Hreyfingin,"2,2"
31.07.2012,Capacent,Hreyfingin,"1,4"
31.08.2012,Capacent,Hreyfingin,"1,7"
30.09.2012,Capacent,Hreyfingin,"1,4"
31.10.2012,Capacent,Hreyfingin,1
30.11.2012,Capacent,Hreyfingin,"0,6"
31.12.2012,Capacent,Hreyfingin,
31.01.2013,Capacent,Hreyfingin,
28.02.2013,Capacent,Hreyfingin,
14.03.2013,Capacent,Hreyfingin,
02.04.2013,Capacent,Hreyfingin,
11.04.2013,Capacent,Hreyfingin,
18.04.2013,Capacent,Hreyfingin,
26.04.2013,Capacent,Hreyfingin,
31.05.2013,Capacent,Hreyfingin,
30.06.2013,Capacent,Hreyfingin,
31.07.2013,Capacent,Hreyfingin,
31.08.2013,Capacent,Hreyfingin,
30.09.2013,Capacent,Hreyfingin,
31.10.2013,Capacent,Hreyfingin,
30.11.2013,Capacent,Hreyfingin,
31.12.2013,Capacent,Hreyfingin,
31.01.2014,Capacent,Hreyfingin,
31.05.2004,Capacent,Björt framtíð,0
30.06.2004,Capacent,Björt framtíð,0
31.07.2004,Capacent,Björt framtíð,0
31.08.2004,Capacent,Björt framtíð,0
30.09.2004,Capacent,Björt framtíð,0
31.10.2004,Capacent,Björt framtíð,0
30.11.2004,Capacent,Björt framtíð,0
31.12.2004,Capacent,Björt framtíð,0
31.01.2005,Capacent,Björt framtíð,0
28.02.2005,Capacent,Björt framtíð,0
31.03.2005,Capacent,Björt framtíð,0
30.04.2005,Capacent,Björt framtíð,0
31.05.2005,Capacent,Björt framtíð,0
30.06.2005,Capacent,Björt framtíð,0
31.07.2005,Capacent,Björt framtíð,0
31.08.2005,Capacent,Björt framtíð,0
30.09.2005,Capacent,Björt framtíð,0
31.10.2005,Capacent,Björt framtíð,0
30.11.2005,Capacent,Björt framtíð,0
31.12.2005,Capacent,Björt framtíð,0
31.01.2006,Capacent,Björt framtíð,0
28.02.2006,Capacent,Björt framtíð,0
31.03.2006,Capacent,Björt framtíð,0
30.04.2006,Capacent,Björt framtíð,0
31.05.2006,Capacent,Björt framtíð,0
30.06.2006,Capacent,Björt framtíð,0
31.07.2006,Capacent,Björt framtíð,0
31.08.2006,Capacent,Björt framtíð,0
30.09.2006,Capacent,Björt framtíð,0
31.10.2006,Capacent,Björt framtíð,0
30.11.2006,Capacent,Björt framtíð,0
31.12.2006,Capacent,Björt framtíð,0
31.01.2007,Capacent,Björt framtíð,0
28.02.2007,Capacent,Björt framtíð,0
31.03.2007,Capacent,Björt framtíð,0
30.04.2007,Capacent,Björt framtíð,0
31.05.2007,Capacent,Björt framtíð,0
30.06.2007,Capacent,Björt framtíð,0
31.07.2007,Capacent,Björt framtíð,0
31.08.2007,Capacent,Björt framtíð,0
30.09.2007,Capacent,Björt framtíð,0
31.10.2007,Capacent,Björt framtíð,0
30.11.2007,Capacent,Björt framtíð,0
31.12.2007,Capacent,Björt framtíð,0
31.01.2008,Capacent,Björt framtíð,0
29.02.2008,Capacent,Björt framtíð,0
31.03.2008,Capacent,Björt framtíð,0
30.04.2008,Capacent,Björt framtíð,0
31.05.2008,Capacent,Björt framtíð,0
30.06.2008,Capacent,Björt framtíð,0
31.07.2008,Capacent,Björt framtíð,0
31.08.2008,Capacent,Björt framtíð,0
30.09.2008,Capacent,Björt framtíð,0
31.10.2008,Capacent,Björt framtíð,0
30.11.2008,Capacent,Björt framtíð,0
31.12.2008,Capacent,Björt framtíð,0
31.01.2009,Capacent,Björt framtíð,0
28.02.2009,Capacent,Björt framtíð,0
31.03.2009,Capacent,Björt framtíð,0
30.04.2009,Capacent,Björt framtíð,0
31.05.2009,Capacent,Björt framtíð,0
30.06.2009,Capacent,Björt framtíð,0
31.07.2009,Capacent,Björt framtíð,0
31.08.2009,Capacent,Björt framtíð,0
30.09.2009,Capacent,Björt framtíð,0
31.10.2009,Capacent,Björt framtíð,0
30.11.2009,Capacent,Björt framtíð,0
31.12.2009,Capacent,Björt framtíð,0
31.01.2010,Capacent,Björt framtíð,0
28.02.2010,Capacent,Björt framtíð,0
31.03.2010,Capacent,Björt framtíð,0
30.04.2010,Capacent,Björt framtíð,0
31.05.2010,Capacent,Björt framtíð,0
30.06.2010,Capacent,Björt framtíð,0
31.07.2010,Capacent,Björt framtíð,0
31.08.2010,Capacent,Björt framtíð,0
30.09.2010,Capacent,Björt framtíð,0
31.10.2010,Capacent,Björt framtíð,0
30.11.2010,Capacent,Björt framtíð,0
31.12.2010,Capacent,Björt framtíð,0
31.01.2011,Capacent,Björt framtíð,0
28.02.2011,Capacent,Björt framtíð,0
31.03.2011,Capacent,Björt framtíð,0
30.04.2011,Capacent,Björt framtíð,0
31.05.2011,Capacent,Björt framtíð,0
30.06.2011,Capacent,Björt framtíð,0
31.07.2011,Capacent,Björt framtíð,0
31.08.2011,Capacent,Björt framtíð,0
30.09.2011,Capacent,Björt framtíð,0
31.10.2011,Capacent,Björt framtíð,0
30.11.2011,Capacent,Björt framtíð,0
31.12.2011,Capacent,Björt framtíð,0
31.01.2012,Capacent,Björt framtíð,0
29.02.2012,Capacent,Björt framtíð,"4,3"
31.03.2012,Capacent,Björt framtíð,"4,7"
30.04.2012,Capacent,Björt framtíð,"5,6"
31.05.2012,Capacent,Björt framtíð,4
30.06.2012,Capacent,Björt framtíð,"4,3"
31.07.2012,Capacent,Björt framtíð,"5,2"
31.08.2012,Capacent,Björt framtíð,"4,5"
30.09.2012,Capacent,Björt framtíð,"4,9"
31.10.2012,Capacent,Björt framtíð,"6,9"
30.11.2012,Capacent,Björt framtíð,"8,1"
31.12.2012,Capacent,Björt framtíð,"12,3"
31.01.2013,Capacent,Björt framtíð,"18,6"
28.02.2013,Capacent,Björt framtíð,"16,2"
14.03.2013,Capacent,Björt framtíð,"13,2"
02.04.2013,Capacent,Björt framtíð,"12,7"
11.04.2013,Capacent,Björt framtíð,10
18.04.2013,Capacent,Björt framtíð,8
26.04.2013,Capacent,Björt framtíð,"6,6"
31.05.2013,Capacent,Björt framtíð,"9,6"
30.06.2013,Capacent,Björt framtíð,"10,2"
31.07.2013,Capacent,Björt framtíð,10
31.08.2013,Capacent,Björt framtíð,"8,8"
30.09.2013,Capacent,Björt framtíð,"9,6"
31.10.2013,Capacent,Björt framtíð,"10,2"
30.11.2013,Capacent,Björt framtíð,"13,5"
31.12.2013,Capacent,Björt framtíð,"13,1"
31.01.2014,Capacent,Björt framtíð,"14,2"
31.05.2004,Capacent,Samstaða,0
30.06.2004,Capacent,Samstaða,0
31.07.2004,Capacent,Samstaða,0
31.08.2004,Capacent,Samstaða,0
30.09.2004,Capacent,Samstaða,0
31.10.2004,Capacent,Samstaða,0
30.11.2004,Capacent,Samstaða,0
31.12.2004,Capacent,Samstaða,0
31.01.2005,Capacent,Samstaða,0
28.02.2005,Capacent,Samstaða,0
31.03.2005,Capacent,Samstaða,0
30.04.2005,Capacent,Samstaða,0
31.05.2005,Capacent,Samstaða,0
30.06.2005,Capacent,Samstaða,0
31.07.2005,Capacent,Samstaða,0
31.08.2005,Capacent,Samstaða,0
30.09.2005,Capacent,Samstaða,0
31.10.2005,Capacent,Samstaða,0
30.11.2005,Capacent,Samstaða,0
31.12.2005,Capacent,Samstaða,0
31.01.2006,Capacent,Samstaða,0
28.02.2006,Capacent,Samstaða,0
31.03.2006,Capacent,Samstaða,0
30.04.2006,Capacent,Samstaða,0
31.05.2006,Capacent,Samstaða,0
30.06.2006,Capacent,Samstaða,0
31.07.2006,Capacent,Samstaða,0
31.08.2006,Capacent,Samstaða,0
30.09.2006,Capacent,Samstaða,0
31.10.2006,Capacent,Samstaða,0
30.11.2006,Capacent,Samstaða,0
31.12.2006,Capacent,Samstaða,0
31.01.2007,Capacent,Samstaða,0
28.02.2007,Capacent,Samstaða,0
31.03.2007,Capacent,Samstaða,0
30.04.2007,Capacent,Samstaða,0
31.05.2007,Capacent,Samstaða,0
30.06.2007,Capacent,Samstaða,0
31.07.2007,Capacent,Samstaða,0
31.08.2007,Capacent,Samstaða,0
30.09.2007,Capacent,Samstaða,0
31.10.2007,Capacent,Samstaða,0
30.11.2007,Capacent,Samstaða,0
31.12.2007,Capacent,Samstaða,0
31.01.2008,Capacent,Samstaða,0
29.02.2008,Capacent,Samstaða,0
31.03.2008,Capacent,Samstaða,0
30.04.2008,Capacent,Samstaða,0
31.05.2008,Capacent,Samstaða,0
30.06.2008,Capacent,Samstaða,0
31.07.2008,Capacent,Samstaða,0
31.08.2008,Capacent,Samstaða,0
30.09.2008,Capacent,Samstaða,0
31.10.2008,Capacent,Samstaða,0
30.11.2008,Capacent,Samstaða,0
31.12.2008,Capacent,Samstaða,0
31.01.2009,Capacent,Samstaða,0
28.02.2009,Capacent,Samstaða,0
31.03.2009,Capacent,Samstaða,0
30.04.2009,Capacent,Samstaða,0
31.05.2009,Capacent,Samstaða,0
30.06.2009,Capacent,Samstaða,0
31.07.2009,Capacent,Samstaða,0
31.08.2009,Capacent,Samstaða,0
30.09.2009,Capacent,Samstaða,0
31.10.2009,Capacent,Samstaða,0
30.11.2009,Capacent,Samstaða,0
31.12.2009,Capacent,Samstaða,0
31.01.2010,Capacent,Samstaða,0
28.02.2010,Capacent,Samstaða,0
31.03.2010,Capacent,Samstaða,0
30.04.2010,Capacent,Samstaða,0
31.05.2010,Capacent,Samstaða,0
30.06.2010,Capacent,Samstaða,0
31.07.2010,Capacent,Samstaða,0
31.08.2010,Capacent,Samstaða,0
30.09.2010,Capacent,Samstaða,0
31.10.2010,Capacent,Samstaða,0
30.11.2010,Capacent,Samstaða,0
31.12.2010,Capacent,Samstaða,0
31.01.2011,Capacent,Samstaða,0
28.02.2011,Capacent,Samstaða,0
31.03.2011,Capacent,Samstaða,0
30.04.2011,Capacent,Samstaða,0
31.05.2011,Capacent,Samstaða,0
30.06.2011,Capacent,Samstaða,0
31.07.2011,Capacent,Samstaða,0
31.08.2011,Capacent,Samstaða,0
30.09.2011,Capacent,Samstaða,0
31.10.2011,Capacent,Samstaða,0
30.11.2011,Capacent,Samstaða,0
31.12.2011,Capacent,Samstaða,0
31.01.2012,Capacent,Samstaða,0
29.02.2012,Capacent,Samstaða,"11,3"
31.03.2012,Capacent,Samstaða,"8,9"
30.04.2012,Capacent,Samstaða,"6,9"
31.05.2012,Capacent,Samstaða,"5,6"
30.06.2012,Capacent,Samstaða,"4,7"
31.07.2012,Capacent,Samstaða,"2,7"
31.08.2012,Capacent,Samstaða,3
30.09.2012,Capacent,Samstaða,"2,4"
31.10.2012,Capacent,Samstaða,"1,9"
30.11.2012,Capacent,Samstaða,"1,9"
31.12.2012,Capacent,Samstaða,"1,3"
31.01.2013,Capacent,Samstaða,1
28.02.2013,Capacent,Samstaða,
14.03.2013,Capacent,Samstaða,
02.04.2013,Capacent,Samstaða,
11.04.2013,Capacent,Samstaða,
18.04.2013,Capacent,Samstaða,
26.04.2013,Capacent,Samstaða,
31.05.2013,Capacent,Samstaða,
30.06.2013,Capacent,Samstaða,
31.07.2013,Capacent,Samstaða,
31.08.2013,Capacent,Samstaða,
30.09.2013,Capacent,Samstaða,
31.10.2013,Capacent,Samstaða,
30.11.2013,Capacent,Samstaða,
31.12.2013,Capacent,Samstaða,
31.01.2014,Capacent,Samstaða,
31.05.2004,Capacent,Aðrir flokkar,"0,2"
30.06.2004,Capacent,Aðrir flokkar,0
31.07.2004,Capacent,Aðrir flokkar,"0,2"
31.08.2004,Capacent,Aðrir flokkar,0
30.09.2004,Capacent,Aðrir flokkar,"0,1"
